NDUFAB1,6.1865,5.5086,5.1005
PDK4,2.4535,2.4004,3.0878
SLC22A16,0.0000,0.0000,0.0000
ZMYND10,1.7473,1.3773,0.9638
ABCB5,0.0000,0.0000,0.0000
ARX,3.1826,2.9287,2.7389
SLC25A13,1.9819,1.8524,2.0737
ST7,2.1814,2.0389,1.9920
CDC27,2.6376,2.5539,2.6205
SLC4A1,0.1252,0.0198,0.0000
CALCR,0.0481,0.0258,0.0235
HCCS,2.5449,2.4161,2.4056
DVL2,3.0007,3.0596,3.0561
PRSS22,0.0697,0.0000,0.0000
UPF1,3.4583,3.9685,4.2543
SKAP2,1.3831,1.1461,1.1111
SLC25A5,8.1254,7.7274,7.5480
CCDC109B,2.0316,1.4181,0.8831
HOXA11,0.0000,0.0000,0.0000
POLR2J,4.8785,4.5149,4.1124
DHX33,2.1485,2.2888,2.4050
MEOX1,0.0000,0.0385,0.0000
THSD7A,1.3984,1.6666,1.7959
LIG3,1.4429,1.7269,1.7297
RPAP3,1.7398,1.7569,1.7286
ACSM3,0.4035,0.2986,0.5373
AC004381.2,0.0000,0.0000,0.0000
CIAPIN1,4.2575,4.1375,3.7219
AC004410.1,3.3089,3.7309,3.9203
KIAA1539,2.7886,2.8194,3.0765
COPZ2,3.0337,2.5533,2.6917
PRKAR2B,3.4992,3.3634,3.0522
MSL3,2.5100,2.0917,1.8849
CREBBP,3.0000,3.2725,3.3419
BZRAP1,4.8348,5.2144,4.8291
MPO,0.5609,0.3979,0.3340
PON1,0.2247,0.2269,0.5641
C2orf3,1.5557,1.5577,1.5036
WDR54,2.8413,2.9381,2.2689
CROT,1.7409,1.7815,1.7723
ABCB4,0.2953,0.5134,0.3004
MLL5,3.0021,3.3766,3.5214
RHBDD2,5.9779,6.3520,6.1206
SOX8,5.2406,5.6252,5.6983
IBTK,2.1779,2.1294,2.3200
ZNF195,2.2784,2.0538,1.8704
MYCBP2,2.2723,2.6449,2.6980
FBXL3,3.3747,3.1167,3.2468
ITGAL,0.3358,0.4429,0.3158
PDK2,3.9819,4.2169,4.3819
ITGA3,2.1822,2.5983,2.7694
ZFX,1.9597,1.8980,1.9040
LAMP2,3.5086,3.4735,3.8464
GGNBP2,2.5774,2.5910,2.6488
ITGA2B,0.3615,0.2127,0.2420
ASB4,0.1817,0.1521,0.2303
GDE1,5.3352,5.1598,5.2311
C19orf60,5.3400,5.2618,4.7045
CRLF1,2.2849,2.0983,2.0916
OSBPL7,1.8576,2.0905,2.2333
TMEM98,4.1912,3.9402,3.4965
YBX2,0.2094,0.8950,0.9719
KRT33A,0.0000,0.0000,0.0724
MAP3K14,1.2400,1.4038,1.4156
ABCC8,1.7849,2.0475,1.7684
CCL18,0.0000,0.0000,0.0000
CCL3,0.4995,0.1348,0.0628
CACNG3,4.0801,4.4665,3.9744
TMEM132A,4.5520,4.9609,5.1564
AP2B1,5.6935,5.8928,5.9453
TAC1,3.3077,2.8155,1.3236
ZNF263,2.6692,2.6943,2.7748
CX3CL1,5.7624,6.1366,5.9890
SPATA20,3.1955,3.3348,3.2343
CACNA1G,2.2284,2.7148,2.4236
TNFRSF12A,2.0180,1.9370,1.6071
DLX6,0.8624,0.8358,0.6042
MAP3K9,0.4459,0.6066,0.5930
RALA,4.6815,4.4788,4.2552
BAIAP2L1,0.4807,0.5203,0.4573
JHDM1D,1.7754,1.7004,1.9041
ETV1,3.3616,3.2995,3.3008
AGK,2.2973,2.4621,2.3937
ALDH3B1,0.5284,0.6019,0.7825
TTC22,0.0797,0.1010,0.0468
PHTF2,1.5857,1.5334,1.4442
CCL26,0.3656,0.1416,0.0000
FARP2,1.6897,1.8151,1.8296
USH1C,0.3895,0.4643,1.1412
GGCT,3.4311,3.2911,3.0612
DBF4,0.8183,0.7620,0.7821
TBXA2R,1.3519,1.1610,1.2346
IFRD1,2.2675,1.9586,1.9674
LGALS14,0.0886,0.0000,0.0858
COX10,2.2505,2.1428,2.2635
GTF2IRD1,1.4596,1.7512,1.6684
PAF1,4.3671,4.6676,4.5210
VPS41,3.8040,3.7696,3.7442
ELAC2,2.7933,3.2518,3.1612
SCIN,0.0941,0.1186,0.0000
ARSD,2.2598,2.2443,2.4999
PNPLA4,2.4996,2.3355,2.4690
MYH13,0.0000,0.0000,0.0000
ADIPOR2,3.5793,3.7335,4.1343
CDKL3,2.7652,2.8340,2.6329
UPP2,1.1827,1.0484,0.8191
PRSS21,0.0825,0.0875,0.0000
MARK4,3.5338,3.8504,3.6716
PROM1,2.7195,2.6442,2.6586
CCDC124,5.6402,5.7279,5.4402
CEACAM21,0.4665,0.3329,0.3175
PAFAH1B1,5.0051,4.9939,5.1534
NOS2,1.1421,1.2221,0.8706
DNAH9,0.1696,0.1465,0.1965
KIAA0100,3.9092,4.2359,4.5553
SLC13A2,0.0000,0.0000,0.0000
GAS7,3.7835,4.4846,4.5223
TRAPPC6A,4.0386,4.0081,3.2993
MATK,4.4691,4.5399,3.7958
CEACAM7,0.0000,0.0000,0.0000
CD79B,0.8565,0.4524,0.4941
SCN4A,0.0621,0.0266,0.0912
ST7L,1.5043,1.4287,1.3661
TKTL1,0.4689,0.4187,0.3863
PAX6,2.2100,2.1237,2.2655
RPUSD1,3.1492,3.3464,3.0590
RHBDF1,2.1737,2.6254,2.6358
LUC7L,3.3148,3.4482,3.2506
CACNA2D2,1.4644,1.5915,1.8253
BAIAP3,2.6667,2.9487,2.8130
C16orf42,5.0063,5.0317,4.8787
PIGQ,2.9915,3.3365,3.1741
CRAMP1L,1.7064,2.0515,2.1606
TEAD3,1.2364,1.6280,1.6954
SELE,0.6630,0.6652,0.7704
DNAJC11,3.0726,3.1642,3.2548
FMO3,0.6888,0.6290,0.5627
MYLIP,2.1053,2.2481,1.8560
NOX1,0.4416,0.3309,0.1793
E2F2,0.2345,0.1982,0.2270
PSMB1,5.4268,5.1517,4.7333
SYN1,5.4832,6.0003,5.8155
JARID2,2.1510,2.2150,2.3905
CDKL5,1.1070,1.3076,1.4109
CAMK1G,2.5720,2.9044,2.2573
NADK,2.4284,2.5887,2.6252
TFAP2B,0.0000,0.0000,0.0000
TFAP2D,0.0000,0.0556,0.0000
DLEC1,2.0603,1.8968,1.9669
CYTH3,3.9469,3.9840,4.3471
ADAM22,2.3407,2.4516,2.6238
SYPL1,4.8408,4.5130,4.9902
CYB561,2.9896,3.0850,2.7737
SPAG9,4.4859,4.4346,4.6563
CELSR3,1.4710,1.6349,1.5861
AASS,2.2320,2.5671,2.7961
PLEKHG6,0.0230,0.0694,0.0442
SS18L2,4.4747,3.7671,3.5018
MPND,3.4590,3.7109,3.3384
MGST1,1.3537,1.0877,0.8025
CRY1,2.0256,2.0291,2.0824
PGLYRP1,0.3645,0.5619,0.5508
NFIX,5.1597,5.4210,5.7524
ST3GAL1,2.2453,2.6407,2.7469
MMP25,1.7487,1.7831,1.5116
IL32,2.7821,2.4838,2.2120
PKD1,2.3211,2.8194,2.8524
MAPK8IP2,4.8286,5.1591,4.5919
MED24,3.6534,4.0966,3.9213
RHOBTB2,3.6921,4.3341,4.1487
HEATR5B,1.9323,2.0450,2.2384
SEC62,4.4932,4.2977,4.5265
RPS20,7.0615,6.0424,5.1107
CSDE1,5.5071,5.3767,5.5479
UBE3C,2.4399,2.6476,2.8194
REV3L,2.2754,2.4477,2.5646
ODZ1,1.6053,1.4870,1.1743
PAX7,0.1492,0.1582,0.1669
MASP2,0.7601,0.8105,0.7770
IYD,0.0000,0.0000,0.0000
FAM76A,2.1685,1.7514,1.7410
TRAF3IP3,0.3509,0.3810,0.2430
POMT2,1.9165,2.0831,2.4741
VTA1,4.0384,3.7208,3.6188
MLXIPL,1.3174,1.4557,1.5086
BAZ1B,3.2026,3.6026,3.7486
RANBP9,3.7860,3.8532,3.9652
ETV7,0.1951,0.1259,0.0776
C1orf124,1.3519,1.3093,1.4083
METTL13,2.2846,2.6184,2.4452
DYRK4,2.2245,1.8336,1.6350
ZNF207,2.9477,2.8327,2.6878
UQCRC1,5.6064,5.7017,5.5021
STARD3NL,4.3617,3.7035,3.3892
CD9,5.7263,5.4643,5.6146
HHATL,1.0444,1.2818,1.6075
NCAPD2,1.8197,2.1018,2.2107
IFFO1,2.1641,2.5105,2.4918
GIPR,0.0000,0.1008,0.0000
PHF7,1.2599,1.5853,1.2125
SEMA3G,3.4806,3.7016,4.0891
NISCH,3.1504,3.5069,3.5465
STAB1,2.2156,2.4431,2.0711
FUZ,3.6025,3.4699,3.3564
SLC6A13,2.2766,2.7471,2.6028
IDS,6.1456,6.0617,5.4821
PRSS3,2.1582,1.6090,1.8821
ZNF200,1.4643,1.5533,1.3264
CD4,2.6607,2.8758,2.7157
LRRC23,2.2853,2.2423,2.0197
BTK,0.2546,0.5645,0.2424
HFE,0.8182,0.7217,0.7868
SCMH1,3.2792,3.3575,3.0831
FYN,5.1776,5.4861,5.5776
HIVEP2,3.3210,3.7919,3.7582
FMO1,0.4506,0.2429,0.2217
TCEB3,3.0183,2.9820,3.1296
LYPLA2,3.0571,2.9383,2.8388
CLCN6,3.0009,3.2283,3.5118
MRC2,2.2132,2.7572,2.9177
NME1-NME2,7.7692,7.0693,6.2925
SLC6A7,2.0725,2.8771,2.5620
TSPAN9,2.9790,3.1431,3.3750
BTBD7,1.5164,1.6283,1.9713
APBA3,1.9740,2.0635,1.8254
MKS1,1.7941,1.9825,1.8374
ABHD5,2.6238,2.5666,2.5013
KAL1,3.5745,3.4820,3.5796
AKAP8L,4.5105,4.9605,4.8299
MBTD1,1.7009,1.8171,1.8406
UTP18,2.9080,2.5225,2.4546
RNF216,2.4601,2.8183,2.8440
TTC19,4.0171,3.7063,3.7879
PTBP1,4.1582,4.2748,4.5262
DPF1,2.3648,2.7596,2.3093
SYT7,2.8849,3.3817,3.1459
LARS2,3.2159,3.4865,3.8020
PIK3C2A,2.7385,2.7194,3.1571
PLAUR,1.4194,1.6391,1.4073
ANLN,0.7503,0.8430,2.1261
WIZ,3.5353,3.7613,3.6025
RABGAP1,3.4926,3.7546,3.7599
DCN,4.8175,4.5204,3.9196
QPCTL,3.0896,2.8101,2.2960
PPP5C,3.4547,3.5033,3.2410
CEP68,2.8150,2.8183,2.8999
MAP4K3,2.6320,2.4611,2.4872
ZBTB32,0.1511,0.1907,0.2018
TYROBP,4.7682,4.6129,3.9051
TMEM159,2.4769,1.9002,1.2932
GABRA3,2.3586,2.7629,2.5669
BRCA1,0.3998,0.5828,0.5957
ERCC1,4.2655,4.2303,4.0500
CD22,0.8055,1.2965,1.7567
SEMA3B,1.7404,2.0097,2.2846
MBTPS2,1.7272,1.6064,1.6411
PRICKLE3,1.3538,1.4524,1.4824
LTF,0.7919,0.6440,0.4869
EXTL3,2.7266,3.0139,3.2354
NR1H4,0.1101,0.0885,0.0259
ELOVL5,5.7067,5.5098,5.9926
ALOX5,0.4733,0.5531,0.5875
KDM5D,1.8982,2.3964,2.3769
CALCOCO1,3.4263,3.7714,3.7510
UBR7,4.1515,4.0752,3.9987
MAP4K5,2.4832,2.5174,2.7247
EHD3,3.2120,3.6105,3.7123
PSMC4,5.2880,5.4242,5.1370
MAN2B2,2.4226,2.7567,2.8763
SLC7A14,0.7245,0.6418,0.9390
CLDN11,4.1796,4.7444,4.9853
SLC25A39,5.3006,5.3265,5.0775
MVP,2.3016,2.9816,2.8935
NUB1,2.8165,2.8178,2.8147
PGM3,3.3258,3.1261,3.1325
RWDD2A,2.8175,2.4618,2.0828
CLK1,4.2812,4.1392,4.1427
POLR3B,1.3574,1.6241,1.5026
ANGEL1,2.9506,3.1180,3.0647
RNF14,3.4284,3.0694,3.0694
DNASE1L1,1.9987,2.1334,1.8899
DDX11,0.9097,1.0536,0.9881
HEBP1,3.0387,2.8573,2.5501
GPRC5A,0.2227,0.3726,0.2307
MAMLD1,2.6641,2.8737,2.6877
CD6,0.2004,0.3966,0.1657
TACC3,0.9617,1.4149,1.1592
POLA2,1.0927,1.2967,1.0986
ZC3H3,1.9106,2.4475,2.3890
CAPN1,2.9168,3.2737,3.2653
ACPP,0.0465,0.0000,0.0227
MDH1,5.2304,5.1192,4.7932
SLC30A9,4.3275,4.1194,4.2324
MTMR11,1.4854,1.3731,1.3507
COX15,3.2969,3.1319,3.1938
CCDC88C,1.5615,1.7179,1.6887
YAF2,1.9167,1.6218,1.4333
ZMYND11,4.9559,4.9374,4.9875
WAS,0.8686,1.0922,0.8356
DPEP1,1.0202,0.8974,0.3160
BID,4.1549,3.8958,3.4970
MATR3,4.6159,4.4450,4.2634
NPC1L1,0.0000,0.0199,0.0000
XYLT2,2.3703,2.4332,2.7271
RGPD5,0.0000,0.0000,0.0000
STMN4,5.2213,5.5451,5.2232
NUDCD3,4.2905,4.4992,4.4257
ISL1,0.0000,0.0000,0.0000
CHDH,3.0728,3.2402,3.5706
IL20RA,0.4200,0.3751,0.2614
CLCA1,0.0293,0.0000,0.0561
CLCA4,0.1043,0.0566,0.1493
GLT8D1,3.6831,3.5357,3.4715
ATP2C1,3.9835,3.8824,4.1264
IGF1,0.8681,1.0353,0.8780
SLC38A5,4.8256,4.8299,4.3938
MAGIX,0.7716,0.8542,0.7263
RALBP1,2.5820,2.9790,2.9683
RUFY3,4.1432,3.9674,3.8136
CNTN1,4.6800,4.8890,4.6436
SLC11A1,0.4230,0.2455,0.1851
WWTR1,3.0288,3.0311,3.0969
AGPS,2.4605,2.4423,2.6912
CXorf56,2.2177,2.3427,2.3062
ATP1A2,8.4033,8.7989,9.4325
TTC27,1.9663,1.7302,1.2900
ZNF582,1.3087,1.2618,0.8313
VSIG2,1.4566,1.6091,1.1991
PHLDB1,2.7639,3.1578,3.2982
MARCO,0.9739,1.5197,0.5271
CYP24A1,0.5506,0.4865,0.4450
PRDM11,0.6257,0.8971,0.9683
SYT13,4.0026,3.8769,3.4811
SNAI2,1.2175,0.8733,0.9275
CD74,3.3685,3.6398,3.0868
HGF,1.6582,1.6930,2.0745
ZRANB1,3.4032,3.3143,3.4179
NCDN,4.7072,5.3487,5.3008
GPR124,3.1782,3.3205,3.3911
ZFP64,1.4623,1.3559,1.5221
MNAT1,2.4788,2.0638,2.0061
SAMD4A,1.9216,2.3330,2.6329
RUNX3,0.3211,0.4256,0.4076
MRE11A,1.1373,1.0271,1.2341
PLEKHB1,6.3198,6.4221,6.5987
SERPINB1,2.2297,1.7325,1.7555
CYP3A43,0.1680,0.0732,0.1082
SLC7A9,0.1567,0.2048,0.3851
SPAST,2.5557,2.3468,2.5330
KLRA1,,,
NRXN3,1.6511,1.9186,1.9002
OSBPL5,1.9382,2.1798,2.1314
AQR,1.6952,1.7826,1.9507
CPS1,0.2013,0.2813,0.2652
C8B,0.0000,0.0000,0.0000
FHL1,5.9889,5.8398,5.5549
C20orf43,4.5120,4.6121,4.4347
GABRA1,3.4107,3.2430,2.9103
NLRP2,0.6855,0.8024,0.6692
SLC45A4,1.3455,1.6588,1.8419
RNF10,4.3481,4.5403,4.5429
ZNF839,1.8673,1.7086,1.8480
ZDHHC6,3.6477,3.2743,3.2697
GRAMD1B,3.3828,3.5519,3.6595
RNH1,3.0521,3.4118,3.2882
NDUFS1,4.2579,4.2619,4.5392
RB1CC1,3.3662,3.3394,3.3383
ERP44,2.9609,2.9151,3.0057
ALAS1,3.7572,4.0656,3.9441
BIRC3,0.4408,0.4515,0.3661
AKAP11,2.7509,2.9770,3.2805
GLRX2,1.9877,1.9267,1.6911
SNAPC1,1.8351,1.5697,1.3433
DERA,3.3618,2.9270,2.5095
STRAP,5.2902,5.0217,4.8927
ABCC2,0.0526,0.0972,0.1446
ACCN5,0.0000,0.0000,0.0000
DEF6,0.8235,1.0662,1.1095
PLEKHO1,3.8525,3.6205,3.5321
GCLM,1.3936,1.3474,1.4422
UBR2,1.8945,2.0918,2.3952
EHD2,3.0697,3.7196,3.8910
DEPDC1,0.2033,0.1684,0.1390
CCDC28A,3.6470,3.1788,2.9882
RRAGD,3.3389,3.2285,3.2958
HSF2,2.5521,2.2946,2.4126
PHF20,2.0513,2.2888,2.4127
HSD17B6,4.7672,4.7187,4.9522
NR1H3,2.1581,1.8733,1.8467
TYMP,0.6957,0.7640,0.5941
NCAPH2,3.7809,3.8190,3.3456
TOMM34,3.4048,3.5337,3.5130
SEC63,2.6086,2.7364,2.9362
KPNA6,3.0629,3.2711,3.3568
VIM,6.7696,6.8538,6.3844
RTEL1,1.6292,1.8337,1.8562
FAS,1.0544,0.7860,0.7418
RNASET2,1.6656,1.7878,1.7494
CD44,1.1547,1.3544,1.2448
KCNG1,3.1828,3.5960,2.6885
AGPAT4,2.2494,2.5928,2.7134
SLAMF7,0.0624,0.0672,0.0784
BTN3A1,2.8412,2.3894,2.2478
MIPEP,1.6199,1.7603,1.6114
PRKCH,2.1025,2.0945,2.1235
INSRR,0.1319,0.2246,0.0745
IFNGR1,5.1251,4.6452,4.4863
B4GALT7,2.1324,2.1513,2.1128
SH2D2A,0.1852,0.1677,0.2434
VRK2,1.1551,1.3601,1.3009
TNFRSF1B,2.2212,2.4707,2.5111
VEZT,2.4242,2.4309,2.3007
POU2F2,0.2138,0.2173,0.2299
BRD9,2.1176,2.2680,2.1519
SNX1,3.2445,3.3778,3.6176
TBPL1,3.4728,3.1802,2.7786
ARNTL2,1.5399,1.2670,1.0163
BCLAF1,3.1731,3.2274,3.3676
SLC39A9,3.6523,3.5529,3.7693
ANK1,0.6547,0.8122,0.9140
IBSP,0.0000,0.0000,0.0000
TFB1M,1.5751,1.2932,1.1754
RABEP1,4.4465,4.5206,4.7310
HMGB3,3.5954,3.4957,3.3113
NUP160,1.9977,1.9550,1.8658
BAK1,2.1181,2.0754,2.0476
MUSK,0.0000,0.0491,0.0222
IKZF2,0.8145,0.7497,0.8043
GRN,4.1949,4.7048,4.7305
FAM13B,2.2644,2.0778,1.8482
NR2E3,0.0924,0.1294,0.0890
CENPQ,2.1871,1.8697,1.6115
SARS,4.6246,4.7804,4.5631
RANBP3,3.7447,4.0887,3.9328
ARID4A,2.3390,2.2247,2.3630
TSSC1,2.9984,2.9498,2.6567
PNPLA6,3.5708,3.9199,3.9334
IFT88,1.3400,1.2077,1.4576
ALG1,2.7005,2.6941,2.9486
ZCCHC8,1.1727,1.0821,1.3142
ABCF2,3.0673,3.2305,3.1525
LRRC7,1.6390,1.9527,1.6108
FUT8,3.6049,3.5355,3.7754
UBA6,2.2028,1.9850,2.0698
GAB2,2.8046,3.2661,3.2985
ATP6V0A1,5.1156,5.4740,5.5468
PIAS1,2.4133,2.4927,2.5345
SLC4A7,0.8638,0.8750,0.9204
APBA2,4.0032,4.2927,4.2238
UHRF1,0.1921,0.4427,0.4551
MAP2K3,1.9815,1.9922,2.4341
EFCAB1,0.6814,0.8263,0.5088
TMSB10,10.5782,9.9020,8.8486
ASTE1,2.2381,2.2667,2.3481
RNF19A,3.2199,3.2115,3.3843
PEX3,2.5800,2.3475,2.3045
GABARAPL2,8.0980,7.3784,6.9558
MYOC,0.1748,0.0487,0.0444
SH3YL1,2.0824,1.7988,1.9757
FAM136A,3.0167,2.7678,2.6312
VCL,3.3243,3.8454,3.8529
DEPDC1B,0.2823,0.2515,0.0475
DAPK2,1.0272,1.0420,1.2363
NSMAF,1.8695,2.0054,2.0364
ADSS,3.1033,2.8666,2.8538
STAP1,0.0000,0.0621,0.0979
TIMP2,5.7163,5.9785,5.8322
RFC1,2.5326,2.6975,2.9428
TBC1D23,2.9987,2.5861,2.5795
CUL3,2.7127,2.6596,2.7243
MYOM2,1.0530,1.1657,1.2411
OTC,0.0610,0.0000,0.0000
CYP46A1,3.1054,3.3434,3.3972
ZZZ3,2.1004,1.9680,2.0601
SLC18A1,0.0487,0.0000,0.0478
USP2,2.0667,2.3916,2.4632
CASR,0.0183,0.0000,0.0692
TUBG2,5.0463,5.3761,5.1047
RPL26L1,3.3688,2.8112,2.1287
FLT4,1.4351,1.4247,1.4272
NSUN2,2.1287,2.3638,2.5303
FBXO42,1.9439,2.0089,2.0643
MFAP3,2.4263,2.5139,2.5269
MRI1,2.9852,2.5990,2.3401
METTL1,1.5561,1.6428,1.1920
HOXC8,0.0292,0.0000,0.0000
AGA,1.9429,1.7452,1.7533
PI4K2B,1.5920,1.3069,1.5517
BOD1L,1.9087,2.1851,2.4351
MAT2B,3.2806,3.0212,2.8590
TLL1,0.2855,0.3557,0.2845
EDC4,2.9341,3.4062,3.2255
TRIO,2.9629,3.2579,3.2406
VCAN,2.7743,3.1093,3.0460
CLEC16A,1.9029,2.1501,2.5588
MSR1,0.1442,0.1889,0.2046
CDH1,0.5251,0.4059,0.5417
SKIV2L2,3.1420,3.0141,2.9088
DNAH5,0.0966,0.1041,0.1236
ZFYVE16,2.5142,2.3990,2.5064
FAM65A,4.3132,4.7672,4.5522
C6,0.0000,0.0220,0.0000
RAI14,2.0850,2.0846,2.1317
SOX30,0.0000,0.0000,0.0274
PNKP,3.3820,3.8134,3.0265
BEST2,0.0000,0.0000,0.0352
PHLPP2,1.7289,1.7692,1.9238
CCDC99,1.5607,1.5590,1.4592
STAU2,2.6957,2.5723,2.5050
PQLC2,2.3496,2.7185,2.6247
CTNS,2.4001,2.5205,2.9346
RTN4R,3.0071,3.4059,3.2258
PHF23,3.4899,3.4430,3.4426
CDH10,3.7276,3.6606,3.7318
INPP4A,2.2688,2.5384,2.3748
RAB27B,1.3627,1.4395,0.8462
PSMA4,4.3525,3.8443,3.4873
MYO16,1.9809,2.0120,1.6179
LSG1,2.5940,2.5414,2.4969
PARP3,3.1079,3.0843,3.1367
TNC,4.2856,4.7010,4.7220
THAP3,3.2249,3.1773,3.0106
TDP1,1.5375,1.4098,1.2609
AIFM2,1.3296,1.2755,1.7108
C2orf83,0.3471,0.2357,0.2739
SPATA7,1.6601,1.3749,1.2015
MED17,1.2499,1.3017,1.3450
RETSAT,3.7861,4.2201,4.5123
CAPG,2.0213,1.8798,1.8909
AP2S1,6.4492,6.0339,5.6126
USH2A,0.0395,0.0353,0.0231
ZPBP,0.0369,0.0000,0.0000
TG,0.3238,0.1848,0.0911
ADAM28,0.1923,0.2098,0.2061
BARX2,1.1666,1.0276,0.6514
DCUN1D1,2.1439,1.8873,2.0819
PHF15,0.8757,1.2363,1.2570
ZIC2,2.3712,2.6400,3.0382
LCP2,0.9878,1.0228,1.0789
TRIT1,1.9358,1.8456,1.6496
ADRB1,2.5786,2.1665,2.5233
GUCA2B,0.0000,0.0000,0.0000
CUL7,2.0062,2.3486,2.3208
CTNNA1,4.3068,4.5061,4.5164
PHKA2,1.6583,1.7803,1.7366
CNTLN,0.6304,0.7757,0.8030
EPHA3,1.7709,1.5838,1.6512
HSPA5,5.0221,5.1867,5.2918
DSG2,0.1016,0.0896,0.1140
GEMIN8,2.4690,2.5080,2.3048
OFD1,1.3746,1.4148,1.4271
GPM6B,8.0278,7.8631,8.1025
MAGEC2,0.0000,0.0000,0.0000
PREX2,3.1022,3.3994,4.1966
WDR37,2.3526,2.4966,2.7255
YTHDC2,1.3274,1.4723,1.4461
CTPS2,2.1862,2.0375,2.1021
ATP6V1H,3.9052,3.8786,3.6098
POLR2B,3.5629,3.5765,3.4407
KIAA1370,2.4097,2.4354,2.6705
ARAP2,2.0802,2.3570,2.7267
TPR,2.9285,3.2441,3.5081
CP,0.2943,0.3082,0.5086
KIAA0556,1.6965,1.9706,1.9393
DTNBP1,2.7963,2.7259,2.5094
XK,1.0687,1.2895,1.3042
ANO2,0.6178,0.6223,0.5672
C12orf4,2.1254,1.9188,1.8032
SCML1,2.0866,1.9244,1.8879
WWC3,2.1505,2.3478,2.4395
ARHGAP6,0.5517,0.7386,0.7841
FAM184B,3.0779,2.8390,2.6960
MAP4,4.9687,5.3053,5.5321
GOPC,2.9580,2.9906,3.1057
ROS1,0.0206,0.0654,0.1159
USP28,1.7904,1.8770,1.8753
HDAC9,1.6633,1.5343,1.1821
TSPAN17,3.0708,2.9993,2.7915
NOP16,3.3917,3.3956,3.0365
CC2D2A,2.2441,2.1220,2.0041
RRM2B,2.5368,2.3332,2.7030
ZNF800,1.4732,1.6296,1.6894
TNFRSF17,0.0000,0.0000,0.0000
SNX29,2.0307,2.1937,2.5402
LMO3,4.5339,4.4232,3.9371
MRPS10,3.4610,3.1472,2.9876
GUCA1A,1.4796,1.4598,0.9939
RSF1,2.1991,2.3800,2.6679
VPS13D,2.0932,2.4137,2.7468
FAM120A,3.2726,3.5591,3.7005
R3HDM1,4.1460,4.0230,3.5040
COL9A2,3.4478,4.0556,4.1734
KITLG,2.1255,2.0859,1.8826
ERCC8,1.9226,1.5538,1.5752
ADAMTS6,0.4004,0.2977,0.2268
H6PD,1.9368,2.2965,2.5947
VAMP3,4.9778,4.6125,4.8645
PER3,3.1481,3.4357,3.7468
UTS2,2.9070,2.9904,3.2900
TNFRSF9,0.0000,0.0000,0.0000
EPN3,0.1062,0.0000,0.0407
SRD5A2,0.0000,0.0225,0.0407
LTBP1,2.8526,3.1211,3.5773
RCN1,2.6196,2.5065,2.4964
ELN,3.1432,4.1940,3.3596
RFC2,3.2292,3.0144,2.6461
ARID1B,1.7893,2.1647,2.2843
CLPTM1L,2.8131,2.8552,2.7372
NEDD4L,2.8258,2.7521,2.5655
FOXP3,0.4311,0.7441,0.8437
PPP1R3F,2.3704,2.7306,2.5448
HEXB,2.8134,2.5870,2.5005
PTCD2,1.2849,1.0703,1.0745
KIAA2022,1.2452,1.3957,1.5728
DKK3,5.2297,5.4858,5.3553
ARHGEF5,0.1568,0.2097,0.1149
NFE2L3,1.2714,1.2185,1.0501
